0	1	2	3	4	5	6	7	8	Product
GCF_000014985-746705-805156	Prodigal:2.6	CDS	27330	28367	.	-	0	ID=LOMDJGLK_00032;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:Combined_VF_Myco.faa:SEA_TORTELLINI_6;locus_tag=LOMDJGLK_00032;product=major capsid protein	major capsid protein
GCF_000014985-746705-805156	Prodigal:2.6	CDS	28476	28874	.	-	0	"ID=LOMDJGLK_00033;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:Combined_VF_Myco.faa:PBI_DORITO_5;locus_tag=LOMDJGLK_00033;note="""";product=hypothetical protein"	hypothetical protein
GCF_000014985-746705-805156	Prodigal:2.6	CDS	28876	30153	.	-	0	ID=LOMDJGLK_00034;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:Combined_VF_Myco.faa:SEA_ADELAIDE_4;locus_tag=LOMDJGLK_00034;product=capsid maturation protease	capsid maturation protease
GCF_000014985-746705-805156	Prodigal:2.6	CDS	30147	31688	.	-	0	ID=LOMDJGLK_00035;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:Combined_VF_Myco.faa:SEA_KIKO_3;locus_tag=LOMDJGLK_00035;product=portal protein	portal protein
GCF_000014985-746705-805156	Prodigal:2.6	CDS	31706	33256	.	-	0	ID=LOMDJGLK_00036;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:Combined_VF_Myco.faa:SEA_GRANDSLAM_6;locus_tag=LOMDJGLK_00036;product=terminase large subunit	terminase large subunit
GCF_000014985-746705-805156	Prodigal:2.6	CDS	33207	33566	.	-	0	ID=LOMDJGLK_00037;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_00037;product=hypothetical protein	hypothetical protein
GCF_000014985-746705-805156	Prodigal:2.6	CDS	33777	34121	.	-	0	ID=LOMDJGLK_00038;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:Combined_VF_Myco.faa:SEA_KIKO_67;locus_tag=LOMDJGLK_00038;product=HNH endonuclease	HNH endonuclease
GCF_000014985-746705-805156	Prodigal:2.6	CDS	34127	34360	.	-	0	ID=LOMDJGLK_00039;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_00039;product=hypothetical protein	hypothetical protein
GCF_000014985-746705-805156	Prodigal:2.6	CDS	34357	34767	.	-	0	ID=LOMDJGLK_00040;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_00040;product=hypothetical protein	hypothetical protein
GCF_000014985-746705-805156	Prodigal:2.6	CDS	34757	35167	.	-	0	ID=LOMDJGLK_00041;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_00041;product=hypothetical protein	hypothetical protein
GCF_000014985-746705-805156	Prodigal:2.6	CDS	35367	35963	.	-	0	"ID=LOMDJGLK_00042;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:Combined_VF_Myco.faa:PBI_CHE9C_75;locus_tag=LOMDJGLK_00042;note="""";product=hypothetical protein"	hypothetical protein
GCF_000014985-746705-805156	Prodigal:2.6	CDS	35963	36328	.	-	0	ID=LOMDJGLK_00043;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_00043;product=hypothetical protein	hypothetical protein
GCF_000014985-746705-805156	Prodigal:2.6	CDS	36407	36772	.	-	0	ID=LOMDJGLK_00044;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_00044;product=hypothetical protein	hypothetical protein
GCF_000014985-746705-805156	Prodigal:2.6	CDS	36904	37272	.	-	0	"ID=LOMDJGLK_00045;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:Combined_VF_Myco.faa:SEA_ARCUSANGELUS_79;locus_tag=LOMDJGLK_00045;note="""";product=hypothetical protein"	hypothetical protein
GCF_000014985-746705-805156	Prodigal:2.6	CDS	37269	38180	.	-	0	ID=LOMDJGLK_00046;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:Combined_VF_Myco.faa:SEA_MENDOKYSEI_46;locus_tag=LOMDJGLK_00046;product=HTH DNA binding protein	HTH DNA binding protein
GCF_000014985-746705-805156	Prodigal:2.6	CDS	38180	38452	.	-	0	"ID=LOMDJGLK_00047;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:Combined_VF_Myco.faa:YOSHI_55;locus_tag=LOMDJGLK_00047;note="""";product=hypothetical protein"	hypothetical protein
GCF_000014985-746705-805156	Prodigal:2.6	CDS	38452	38574	.	-	0	ID=LOMDJGLK_00048;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_00048;product=hypothetical protein	hypothetical protein
GCF_000014985-746705-805156	Prodigal:2.6	CDS	38749	39027	.	-	0	ID=LOMDJGLK_00049;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_00049;product=hypothetical protein	hypothetical protein
GCF_000014985-746705-805156	Prodigal:2.6	CDS	39129	39539	.	-	0	ID=LOMDJGLK_00050;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_00050;product=hypothetical protein	hypothetical protein
GCF_000014985-746705-805156	Prodigal:2.6	CDS	39582	41246	.	-	0	ID=LOMDJGLK_00051;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_00051;product=hypothetical protein	hypothetical protein
GCF_000014985-746705-805156	Prodigal:2.6	CDS	41243	41353	.	-	0	ID=LOMDJGLK_00052;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_00052;product=hypothetical protein	hypothetical protein
GCF_000014985-746705-805156	Prodigal:2.6	CDS	41494	42606	.	-	0	ID=LOMDJGLK_00053;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:Combined_VF_Myco.faa:SEA_KEVIN1_50;locus_tag=LOMDJGLK_00053;product=RecT-like ssDNA binding protein	RecT-like ssDNA binding protein
GCF_000014985-746705-805156	Prodigal:2.6	CDS	42622	43476	.	-	0	ID=LOMDJGLK_00054;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:Combined_VF_Myco.faa:SEA_DANYALL_55;locus_tag=LOMDJGLK_00054;product=exonuclease	exonuclease
GCF_000014985-746705-805156	Prodigal:2.6	CDS	43469	43597	.	-	0	ID=LOMDJGLK_00055;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_00055;product=hypothetical protein	hypothetical protein
GCF_000014985-746705-805156	Prodigal:2.6	CDS	43594	43854	.	-	0	"ID=LOMDJGLK_00056;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:Combined_VF_Myco.faa:SEA_AGGIE_42;locus_tag=LOMDJGLK_00056;note="""";product=hypothetical protein"	hypothetical protein
GCF_000014985-746705-805156	Prodigal:2.6	CDS	43953	44108	.	-	0	ID=LOMDJGLK_00057;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_00057;product=hypothetical protein	hypothetical protein
GCF_000014985-746705-805156	Prodigal:2.6	CDS	44105	44239	.	-	0	ID=LOMDJGLK_00058;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_00058;product=hypothetical protein	hypothetical protein
GCF_000014985-746705-805156	Prodigal:2.6	CDS	44236	44550	.	-	0	ID=LOMDJGLK_00059;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_00059;product=hypothetical protein	hypothetical protein
GCF_000014985-746705-805156	Prodigal:2.6	CDS	44614	44901	.	-	0	ID=LOMDJGLK_00060;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_00060;product=hypothetical protein	hypothetical protein
GCF_000014985-746705-805156	Prodigal:2.6	CDS	44898	45050	.	-	0	ID=LOMDJGLK_00061;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_00061;product=hypothetical protein	hypothetical protein
GCF_000014985-746705-805156	Prodigal:2.6	CDS	45047	45835	.	-	0	ID=LOMDJGLK_00062;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:Combined_VF_Myco.faa:SEA_GREASELIGHTNIN_34;locus_tag=LOMDJGLK_00062;product=antirepressor	antirepressor
GCF_000014985-746705-805156	Prodigal:2.6	CDS	45832	45942	.	-	0	ID=LOMDJGLK_00063;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_00063;product=hypothetical protein	hypothetical protein
GCF_000014985-746705-805156	Prodigal:2.6	CDS	45939	46730	.	-	0	ID=LOMDJGLK_00064;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:Combined_VF_Myco.faa:SEA_STEVIERAY_34;locus_tag=LOMDJGLK_00064;product=antirepressor	antirepressor
GCF_000014985-746705-805156	Prodigal:2.6	CDS	46727	47068	.	-	0	ID=LOMDJGLK_00065;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_00065;product=hypothetical protein	hypothetical protein
GCF_000014985-746705-805156	Prodigal:2.6	CDS	47065	47358	.	-	0	ID=LOMDJGLK_00066;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_00066;product=hypothetical protein	hypothetical protein
GCF_000014985-746705-805156	Aragorn:1.2	tRNA	47697	47770	.	-	.	ID=LOMDJGLK_00067;inference=COORDINATES:profile:Aragorn:1.2;locus_tag=LOMDJGLK_00067;product=tRNA-Lys(ttt)	tRNA-Lys(ttt)
GCF_000014985-746705-805156	Aragorn:1.2	tRNA	47895	47968	.	+	.	ID=LOMDJGLK_00068;inference=COORDINATES:profile:Aragorn:1.2;locus_tag=LOMDJGLK_00068;product=tRNA-Glu(ttc)	tRNA-Glu(ttc)
GCF_000014985-746705-805156	Aragorn:1.2	tRNA	47997	48074	.	+	.	ID=LOMDJGLK_00069;inference=COORDINATES:profile:Aragorn:1.2;locus_tag=LOMDJGLK_00069;product=tRNA-Asp(gtc)	tRNA-Asp(gtc)
GCF_000014985-746705-805156	Aragorn:1.2	tRNA	48101	48176	.	+	.	ID=LOMDJGLK_00070;inference=COORDINATES:profile:Aragorn:1.2;locus_tag=LOMDJGLK_00070;product=tRNA-Phe(gaa)	tRNA-Phe(gaa)
GCF_000014985-746705-805156	Prodigal:2.6	CDS	48217	49056	.	-	0	ID=LOMDJGLK_00071;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:Combined_VF_Myco.faa:PATRIC_VF|Rv0687;locus_tag=LOMDJGLK_00071;product=Virulent PATRIC_VF|Rv0687 3-ketoacyl-(acyl-carrier-protein) reductase [Mycobacterium tuberculosis H37Rv]	Virulent PATRIC_VF|Rv0687 3-ketoacyl-(acyl-carrier-protein) reductase [Mycobacterium tuberculosis H37Rv]
GCF_000014985-746705-805156	Prodigal:2.6	CDS	49187	49834	.	-	0	ID=LOMDJGLK_00072;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_00072;product=hypothetical protein	hypothetical protein
GCF_000014985-746705-805156	Prodigal:2.6	CDS	49904	50122	.	+	0	ID=LOMDJGLK_00073;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_00073;product=hypothetical protein	hypothetical protein
GCF_000014985-746705-805156	Prodigal:2.6	CDS	50127	51407	.	+	0	ID=LOMDJGLK_00074;eC_number=1.14.-.-;db_xref=COG:COG2124;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P9WPL1;locus_tag=LOMDJGLK_00074;product=Cytochrome P450 144	Cytochrome P450 144
GCF_000014985-746705-805156	Prodigal:2.6	CDS	51560	51793	.	+	0	ID=LOMDJGLK_00075;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_00075;product=hypothetical protein	hypothetical protein
GCF_000014985-746705-805156	Prodigal:2.6	CDS	51815	51952	.	-	0	ID=LOMDJGLK_00076;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_00076;product=hypothetical protein	hypothetical protein
GCF_000014985-746705-805156	Prodigal:2.6	CDS	52276	52479	.	+	0	ID=LOMDJGLK_00077;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:Combined_VF_Myco.faa:PATRIC_VF|SL1344_0617;locus_tag=LOMDJGLK_00077;product=Virulent PATRIC_VF|SL1344_0617 cold shock-like protein cspE [Salmonella enterica subsp. enterica serovar Typhimurium str.]	Virulent PATRIC_VF|SL1344_0617 cold shock-like protein cspE [Salmonella enterica subsp. enterica serovar Typhimurium str.]
GCF_000014985-746705-805156	Prodigal:2.6	CDS	52620	53318	.	+	0	ID=LOMDJGLK_00078;eC_number=3.4.13.22;Name=ddpX;gene=ddpX;inference=ab initio prediction:Prodigal:2.6,protein motif:HAMAP:MF_01924;locus_tag=LOMDJGLK_00078;product=D-alanyl-D-alanine dipeptidase	D-alanyl-D-alanine dipeptidase
GCF_000014985-746705-805156	Prodigal:2.6	CDS	53407	54219	.	+	0	ID=LOMDJGLK_00079;eC_number=2.1.1.163;Name=ubiE_1;gene=ubiE_1;inference=ab initio prediction:Prodigal:2.6,protein motif:HAMAP:MF_01813;locus_tag=LOMDJGLK_00079;product=Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
GCF_000014985-746705-805156	Prodigal:2.6	CDS	54224	55048	.	-	0	ID=LOMDJGLK_00080;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:Combined_VF_Myco.faa:PATRIC_VF|Rv1941;locus_tag=LOMDJGLK_00080;product=Virulent PATRIC_VF|Rv1941 short-chain type dehydrogenase/reductase [Mycobacterium tuberculosis H37Rv]	Virulent PATRIC_VF|Rv1941 short-chain type dehydrogenase/reductase [Mycobacterium tuberculosis H37Rv]
GCF_000014985-746705-805156	Prodigal:2.6	CDS	55140	56717	.	+	0	ID=LOMDJGLK_00081;eC_number=5.4.99.2;Name=scpA_1;db_xref=COG:COG1884;gene=scpA_1;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P27253;locus_tag=LOMDJGLK_00081;product=Methylmalonyl-CoA mutase	Methylmalonyl-CoA mutase
GCF_000014985-746705-805156	Prodigal:2.6	CDS	56717	57157	.	+	0	ID=LOMDJGLK_00082;eC_number=5.4.99.2;Name=scpA_2;db_xref=COG:COG1884;gene=scpA_2;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P27253;locus_tag=LOMDJGLK_00082;product=Methylmalonyl-CoA mutase	Methylmalonyl-CoA mutase
GCF_000014985-746705-805156	Prodigal:2.6	CDS	57142	58068	.	+	0	ID=LOMDJGLK_00083;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_00083;product=hypothetical protein	hypothetical protein
GCF_000497265-1816166-1878188	Prodigal:2.6	CDS	102	1208	.	+	0	ID=LOMDJGLK_00084;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:Combined_VF_Myco.faa:SEA_PEANAM_43;locus_tag=LOMDJGLK_00084;product=integrase	integrase
GCF_000497265-1816166-1878188	Prodigal:2.6	CDS	1205	1978	.	-	0	ID=LOMDJGLK_00085;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_00085;product=hypothetical protein	hypothetical protein
GCF_000497265-1816166-1878188	Prodigal:2.6	CDS	2003	2242	.	-	0	ID=LOMDJGLK_00086;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_00086;product=hypothetical protein	hypothetical protein
GCF_000497265-1816166-1878188	Prodigal:2.6	CDS	2239	2616	.	-	0	ID=LOMDJGLK_00087;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_00087;product=hypothetical protein	hypothetical protein
GCF_000497265-1816166-1878188	Prodigal:2.6	CDS	2655	3677	.	-	0	ID=LOMDJGLK_00088;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_00088;product=hypothetical protein	hypothetical protein
GCF_000497265-1816166-1878188	Prodigal:2.6	CDS	3913	4644	.	+	0	ID=LOMDJGLK_00089;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:Combined_VF_Myco.faa:PBI_MALAGASYROSE_43;locus_tag=LOMDJGLK_00089;product=membrane protein	membrane protein
GCF_000497265-1816166-1878188	Prodigal:2.6	CDS	4622	4975	.	-	0	ID=LOMDJGLK_00090;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:Combined_VF_Myco.faa:SEA_FRANKIE_49;locus_tag=LOMDJGLK_00090;product=immunity repressor	immunity repressor
GCF_000497265-1816166-1878188	Prodigal:2.6	CDS	5215	5451	.	+	0	ID=LOMDJGLK_00091;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:Combined_VF_Myco.faa:SEA_FRANKIE_50;locus_tag=LOMDJGLK_00091;product=CRO protein	CRO protein
GCF_000497265-1816166-1878188	Prodigal:2.6	CDS	5448	5747	.	+	0	"ID=LOMDJGLK_00092;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:Combined_VF_Myco.faa:SEA_CLIFTON_47;locus_tag=LOMDJGLK_00092;note="""";product=hypothetical protein"	hypothetical protein
GCF_000497265-1816166-1878188	Prodigal:2.6	CDS	5848	6156	.	+	0	"ID=LOMDJGLK_00093;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:Combined_VF_Myco.faa:PBI_MICHELLEMYBELL_41;locus_tag=LOMDJGLK_00093;note="""";product=hypothetical protein"	hypothetical protein
GCF_000497265-1816166-1878188	Prodigal:2.6	CDS	6153	6380	.	+	0	ID=LOMDJGLK_00094;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_00094;product=hypothetical protein	hypothetical protein
GCF_000497265-1816166-1878188	Prodigal:2.6	CDS	6377	6661	.	+	0	ID=LOMDJGLK_00095;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_00095;product=hypothetical protein	hypothetical protein
GCF_000497265-1816166-1878188	Prodigal:2.6	CDS	6658	6810	.	+	0	ID=LOMDJGLK_00096;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_00096;product=hypothetical protein	hypothetical protein
GCF_000497265-1816166-1878188	Prodigal:2.6	CDS	6810	6986	.	+	0	ID=LOMDJGLK_00097;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_00097;product=hypothetical protein	hypothetical protein
GCF_000497265-1816166-1878188	Prodigal:2.6	CDS	6983	7222	.	+	0	ID=LOMDJGLK_00098;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_00098;product=hypothetical protein	hypothetical protein
GCF_000497265-1816166-1878188	Prodigal:2.6	CDS	7219	7488	.	+	0	ID=LOMDJGLK_00099;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_00099;product=hypothetical protein	hypothetical protein
GCF_000497265-1816166-1878188	Prodigal:2.6	CDS	7478	7756	.	+	0	ID=LOMDJGLK_00100;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_00100;product=hypothetical protein	hypothetical protein
GCF_000497265-1816166-1878188	Prodigal:2.6	CDS	7749	7946	.	+	0	ID=LOMDJGLK_00101;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_00101;product=hypothetical protein	hypothetical protein
GCF_000497265-1816166-1878188	Prodigal:2.6	CDS	7943	8086	.	+	0	ID=LOMDJGLK_00102;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_00102;product=hypothetical protein	hypothetical protein
GCF_000497265-1816166-1878188	Prodigal:2.6	CDS	8083	8217	.	+	0	ID=LOMDJGLK_00103;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_00103;product=hypothetical protein	hypothetical protein
GCF_000497265-1816166-1878188	Prodigal:2.6	CDS	8214	9056	.	+	0	ID=LOMDJGLK_00104;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_00104;product=hypothetical protein	hypothetical protein
GCF_000497265-1816166-1878188	Prodigal:2.6	CDS	9178	9657	.	+	0	ID=LOMDJGLK_00105;inference=ab initio prediction:Prodigal:2.6;locus_tag=LOMDJGLK_00105;product=hypothetical protein	hypothetical protein
